-26.791, -30.329, 0.000,  0.000
-26.791, -30.329, 0.000,  0.000
-26.791, -30.329, 0.000,  0.000
-26.791, -30.329, 0.000,  0.000
-26.791, -30.329, 0.000,  0.000
-26.791, -30.329, 0.000,  0.000
-26.791, -30.329, 0.000,  0.000
-26.791, -30.329, 0.000,  0.000
-26.791, -30.329, 0.000,  0.000
-26.838, -30.296, 1.053,  1.053
-26.918, -30.241, 1.596,  1.596
-27.275, -29.997, 2.519,  2.519
-27.576, -29.794, 2.881,  2.881
-28.079, -29.468, 3.017,  3.017
-28.407, -29.261, 2.842,  2.842
-28.855, -28.992, 2.466,  2.466
-29.126, -28.835, 2.274,  2.274
-29.507, -28.625, 2.133,  2.133
-29.758, -28.493, 2.135,  2.135
-30.016, -28.362, 2.193,  2.193
-30.421, -28.167, 2.306,  2.306
-30.704, -28.037, 2.364,  2.364
-30.995, -27.909, 2.398,  2.398
-31.437, -27.726, 2.400,  2.400
-31.733, -27.612, 2.380,  2.380
-32.028, -27.504, 2.355,  2.355
-32.469, -27.354, 2.324,  2.324
-32.763, -27.262, 2.313,  2.313
-33.205, -27.135, 2.311,  2.311
-33.502, -27.057, 2.317,  2.317
-33.802, -26.984, 2.325,  2.325
-34.104, -26.917, 2.332,  2.332
-34.560, -26.826, 2.339,  2.339
-34.866, -26.773, 2.340,  2.340
-35.173, -26.726, 2.339,  2.339
-35.635, -26.666, 2.336,  2.336
-36.097, -26.620, 2.332,  2.332
-36.406, -26.597, 2.331,  2.331
-36.869, -26.572, 2.331,  2.331
-37.179, -26.564, 2.331,  2.331
-37.488, -26.560, 2.332,  2.332
-37.798, -26.563, 2.333,  2.333
-38.263, -26.578, 2.334,  2.334
-38.572, -26.594, 2.334,  2.334
-39.036, -26.630, 2.334,  2.334
-39.498, -26.679, 2.334,  2.334
-39.805, -26.718, 2.333,  2.333
-40.112, -26.763, 2.333,  2.333
-40.570, -26.840, 2.333,  2.333
-40.874, -26.898, 2.333,  2.333
-41.178, -26.962, 2.333,  2.333
-41.631, -27.065, 2.334,  2.334
-41.932, -27.140, 2.334,  2.334
-42.381, -27.261, 2.335,  2.335
-42.829, -27.389, 2.335,  2.335
-43.126, -27.479, 2.336,  2.336
-43.423, -27.571, 2.335,  2.335
-43.867, -27.714, 2.334,  2.334
-44.308, -27.864, 2.334,  2.334
-44.601, -27.966, 2.334,  2.334
-44.894, -28.070, 2.334,  2.334
-45.187, -28.174, 2.334,  2.334
-45.626, -28.332, 2.334,  2.334
-45.917, -28.440, 2.334,  2.334
-46.209, -28.548, 2.334,  2.334
-46.501, -28.655, 2.334,  2.334
-46.792, -28.765, 2.334,  2.334
-47.230, -28.926, 2.334,  2.334
-47.521, -29.035, 2.334,  2.334
-47.959, -29.197, 2.334,  2.334
-48.251, -29.304, 2.333,  2.333
-48.543, -29.411, 2.334,  2.334
-48.836, -29.516, 2.333,  2.333
-49.275, -29.672, 2.333,  2.333
-49.715, -29.828, 2.334,  2.334
-50.009, -29.931, 2.334,  2.334
-50.303, -30.032, 2.333,  2.333
-50.597, -30.132, 2.333,  2.333
-51.188, -30.327, 2.333,  2.333
-51.483, -30.422, 2.333,  2.333
-51.928, -30.564, 2.333,  2.333
-52.225, -30.656, 2.333,  2.333
-52.671, -30.792, 2.334,  2.334
-52.969, -30.881, 2.334,  2.334
-53.417, -31.011, 2.334,  2.334
-53.866, -31.138, 2.334,  2.334
-54.165, -31.221, 2.334,  2.334
-54.465, -31.303, 2.334,  2.334
-54.916, -31.423, 2.334,  2.334
-55.368, -31.540, 2.334,  2.334
-55.669, -31.616, 2.334,  2.334
-55.971, -31.691, 2.334,  2.334
-56.424, -31.801, 2.334,  2.334
-56.727, -31.873, 2.334,  2.334
-57.030, -31.944, 2.334,  2.334
-57.484, -32.047, 2.334,  2.334
-57.940, -32.148, 2.334,  2.334
-58.244, -32.214, 2.334,  2.334
-58.548, -32.279, 2.334,  2.334
-58.852, -32.343, 2.334,  2.334
-59.157, -32.405, 2.334,  2.334
-59.462, -32.467, 2.334,  2.334
-59.767, -32.528, 2.334,  2.334
-60.072, -32.587, 2.334,  2.334
-60.377, -32.646, 2.334,  2.334
-60.683, -32.704, 2.334,  2.334
-60.989, -32.760, 2.334,  2.334
-61.295, -32.816, 2.334,  2.334
-61.754, -32.898, 2.334,  2.334
-62.060, -32.951, 2.334,  2.334
-62.367, -33.003, 2.334,  2.334
-62.674, -33.055, 2.334,  2.334
-63.134, -33.130, 2.334,  2.334
-63.441, -33.180, 2.334,  2.334
-63.748, -33.228, 2.334,  2.334
-64.209, -33.299, 2.334,  2.334
-64.517, -33.345, 2.334,  2.334
-64.978, -33.412, 2.334,  2.334
-65.286, -33.456, 2.334,  2.334
-65.594, -33.499, 2.334,  2.334
-66.057, -33.562, 2.334,  2.334
-66.365, -33.603, 2.334,  2.334
-66.673, -33.643, 2.334,  2.334
-67.136, -33.701, 2.334,  2.334
-67.445, -33.739, 2.334,  2.334
-67.908, -33.794, 2.334,  2.334
-68.217, -33.830, 2.334,  2.334
-68.681, -33.881, 2.334,  2.334
-68.990, -33.914, 2.334,  2.334
-69.299, -33.947, 2.334,  2.334
-69.763, -33.994, 2.334,  2.334
-70.228, -34.038, 2.334,  2.334
-70.383, -34.053, 2.334,  2.334
-70.692, -34.081, 2.334,  2.334
-71.157, -34.122, 2.334,  2.334
-71.467, -34.148, 2.334,  2.334
-71.932, -34.185, 2.334,  2.334
-72.242, -34.209, 2.334,  2.334
-72.707, -34.243, 2.334,  2.334
-73.017, -34.264, 2.334,  2.334
-73.483, -34.294, 2.334,  2.334
-73.793, -34.313, 2.334,  2.334
-74.104, -34.331, 2.334,  2.334
-74.414, -34.348, 2.334,  2.334
-74.880, -34.372, 2.334,  2.334
-75.191, -34.387, 2.334,  2.334
-75.657, -34.407, 2.334,  2.334
-75.968, -34.419, 2.334,  2.334
-76.434, -34.436, 2.334,  2.334
-76.745, -34.446, 2.334,  2.334
-77.211, -34.459, 2.334,  2.334
-77.522, -34.467, 2.334,  2.334
-77.833, -34.474, 2.334,  2.334
-78.299, -34.482, 2.334,  2.334
-78.610, -34.486, 2.334,  2.334
-78.921, -34.490, 2.334,  2.334
-79.388, -34.493, 2.334,  2.334
-79.699, -34.494, 2.334,  2.334
-80.010, -34.494, 2.334,  2.334
-80.476, -34.492, 2.333,  2.333
-80.787, -34.488, 2.333,  2.333
-81.253, -34.480, 2.333,  2.333
-81.564, -34.473, 2.334,  2.334
-82.030, -34.459, 2.333,  2.333
-82.341, -34.445, 2.333,  2.333
-82.807, -34.422, 2.333,  2.333
-83.117, -34.403, 2.333,  2.333
-83.582, -34.368, 2.333,  2.333
-84.046, -34.326, 2.333,  2.333
-84.355, -34.294, 2.332,  2.332
-84.663, -34.257, 2.332,  2.332
-84.971, -34.217, 2.333,  2.333
-85.279, -34.174, 2.333,  2.333
-85.739, -34.103, 2.333,  2.333
-86.045, -34.049, 2.333,  2.333
-86.502, -33.962, 2.333,  2.333
-86.958, -33.866, 2.333,  2.333
-87.260, -33.796, 2.333,  2.333
-87.712, -33.683, 2.333,  2.333
-88.161, -33.561, 2.333,  2.333
-88.459, -33.475, 2.334,  2.334
-88.903, -33.336, 2.333,  2.333
-89.198, -33.239, 2.333,  2.333
-89.637, -33.084, 2.333,  2.333
-89.927, -32.974, 2.333,  2.333
-90.216, -32.861, 2.333,  2.333
-90.503, -32.743, 2.333,  2.333
-90.788, -32.621, 2.333,  2.333
-91.071, -32.494, 2.333,  2.333
-91.352, -32.363, 2.333,  2.333
-91.631, -32.228, 2.333,  2.333
-92.046, -32.018, 2.333,  2.333
-92.320, -31.872, 2.333,  2.333
-92.592, -31.722, 2.333,  2.333
-92.995, -31.490, 2.333,  2.333
-93.261, -31.330, 2.333,  2.333
-93.524, -31.166, 2.333,  2.333
-93.785, -30.998, 2.333,  2.333
-94.172, -30.739, 2.333,  2.333
-94.426, -30.562, 2.333,  2.333
-94.678, -30.381, 2.333,  2.333
-95.051, -30.103, 2.333,  2.333
-95.296, -29.912, 2.333,  2.333
-95.659, -29.621, 2.334,  2.334
-95.897, -29.422, 2.333,  2.333
-96.132, -29.220, 2.333,  2.333
-96.480, -28.910, 2.333,  2.333
-96.708, -28.699, 2.333,  2.333
-96.933, -28.486, 2.333,  2.333
-97.264, -28.159, 2.333,  2.333
-97.482, -27.938, 2.333,  2.333
